supplier_rank,vendor_id,vendor_name,vendor_region,vendor_category,as_of_month,months_in_dynamic_window,otd_score,quality_score,risk_performance_score,cost_efficiency_score,lead_time_score,dynamic_supplier_score,vris_score,defect_rate_pct,lead_time_avg_days,contract_lead_time_days,financial_stability_score,past_disruption_count,active_dispute_flag,preferred_vendor_flag,recent_3m_score,prior_3m_score,score_change_3m,trend_class,procurement_spend_12m_usd,spend_percentile,supplier_risk_class,replacement_candidate,recommended_tier,category_rank
336,VND-001169,Conley-Dillon,MEA,Industrial Parts,2024-12-01,6,74.02,76.09,28.77,51.61,94.31,65.06,70.87,0.271,30.78,33,45.06,0,0,0,64.48,66.06,-1.58,Stable,499902.71,0.35,High,False,Approved,60
337,VND-000974,Duran-Taylor,EMEA,Logistics,2024-12-01,6,79.66,73.63,26.27,48.38,92.66,65.03,74.03,0.063,56.79,45,66.05,0,0,0,64.34,65.62,-1.28,Stable,547104.2,0.42,High,False,Approved,53
338,VND-000072,Wright and Sons,MEA,Services,2024-12-01,6,80.32,77.0,22.04,47.37,93.47,65.03,77.81,0.141,29.19,30,66.19,0,0,0,64.62,64.9,-0.28,Stable,964875.26,0.76,High,False,Approved,58
339,VND-000009,"Blackwell, Walker and Gilbert",Americas,Industrial Parts,2024-12-01,6,75.81,73.04,29.29,48.73,96.63,65.01,76.97,0.018,24.79,29,71.96,0,0,0,64.34,67.34,-3.0,Deteriorating,1268772.45,0.87,High,False,Approved,61
340,VND-000691,Jefferson-Cobb,EMEA,Services,2024-12-01,6,83.58,84.19,21.18,31.86,93.87,65.01,87.38,0.014,59.19,51,100.0,2,0,0,63.73,66.73,-3.0,Deteriorating,458306.09,0.27,High,False,Approved,59
341,VND-000969,"Wade, Johnson and Woodward",EMEA,Industrial Parts,2024-12-01,6,72.64,75.55,29.49,49.83,98.1,64.99,72.29,0.575,28.45,33,69.86,0,0,0,65.29,65.22,0.07,Stable,305805.87,0.1,High,False,Approved,62
342,VND-001044,Sloan PLC,EMEA,Packaging,2024-12-01,6,82.44,74.18,21.25,46.19,94.85,64.98,77.34,0.058,42.18,43,93.56,1,0,0,65.09,64.41,0.68,Stable,284838.33,0.09,High,False,Approved,44
343,VND-000874,Harrison-Smith,Americas,Industrial Parts,2024-12-01,6,76.66,75.81,26.04,50.0,93.88,64.95,76.38,0.072,32.82,31,87.41,0,1,0,65.71,64.18,1.53,Stable,1346169.8,0.88,Critical,False,Conditional,63
344,VND-001055,Schwartz-Flowers,EMEA,Electronics,2024-12-01,6,79.57,77.15,26.7,40.65,94.76,64.95,67.59,0.037,13.1,14,69.125,0,0,0,65.53,63.6,1.93,Stable,359148.11,0.15,Medium,False,Approved,55
345,VND-000418,"Austin, Vega and Gallegos",EMEA,Electronics,2024-12-01,6,79.71,74.79,24.04,47.42,94.37,64.95,80.62,0.145,44.14,42,88.08,0,0,0,64.76,65.52,-0.76,Stable,642738.65,0.55,High,False,Approved,56
346,VND-000313,Kim-Miller,APAC,Electronics,2024-12-01,6,77.87,69.45,27.72,52.98,94.71,64.95,76.77,0.305,24.13,25,47.42,1,0,0,64.22,65.35,-1.13,Stable,462755.9,0.29,High,False,Approved,57
347,VND-001107,Alexander-Jenkins,Americas,Packaging,2024-12-01,6,81.69,74.95,25.77,42.43,92.87,64.95,80.49,0.017,41.16,36,100.0,0,0,0,66.8,61.87,4.93,Improving,839038.08,0.7,High,False,Approved,45
348,VND-000328,"Stanton, Rogers and Oconnell",Americas,Electronics,2024-12-01,6,72.0,72.67,32.67,56.88,91.45,64.92,62.73,0.407,39.09,37,53.95,0,0,0,64.49,65.36,-0.87,Stable,348453.07,0.15,Medium,False,Approved,58
349,VND-000388,Ortega and Sons,MEA,Electronics,2024-12-01,6,75.25,68.52,33.1,51.66,95.08,64.91,72.46,0.736,46.33,39,63.615,0,0,0,62.93,68.53,-5.6,Deteriorating,1521894.65,0.93,High,False,Approved,59
350,VND-000504,Hanson-Yu,APAC,Services,2024-12-01,6,76.86,76.14,25.47,52.06,91.31,64.89,70.32,0.417,39.04,33,62.45,0,0,0,65.22,64.38,0.83,Stable,655887.96,0.57,High,False,Approved,60
351,VND-001156,"Peterson, Brown and Juarez",Americas,Industrial Parts,2024-12-01,6,77.66,78.26,23.94,45.02,95.96,64.89,78.23,0.268,38.64,43,90.2,1,0,0,65.7,62.37,3.33,Improving,7490065.81,1.0,High,False,Approved,64
352,VND-000198,"Lowery, Bennett and Sims",APAC,Logistics,2024-12-01,6,77.72,78.73,23.38,44.58,96.36,64.88,71.07,0.083,14.85,15,45.09,0,0,0,65.86,63.02,2.83,Improving,441779.32,0.24,High,False,Approved,54
353,VND-000136,Wise and Sons,Americas,Raw Materials,2024-12-01,6,80.14,72.9,25.65,43.93,96.69,64.84,75.53,0.171,47.12,49,73.49,0,0,0,65.36,63.8,1.56,Stable,803525.46,0.68,High,False,Approved,71
354,VND-000697,Brown LLC,APAC,Raw Materials,2024-12-01,6,79.53,85.49,21.16,41.36,89.46,64.82,81.47,0.009,54.59,55,80.63,0,0,0,64.02,66.07,-2.05,Deteriorating,1258740.39,0.86,High,False,Approved,72
355,VND-000945,King-Ibarra,MEA,Electronics,2024-12-01,6,72.37,73.46,37.97,43.13,95.49,64.79,82.73,0.01,10.44,10,63.725,0,0,0,65.0,64.86,0.13,Stable,539263.86,0.41,High,False,Approved,60
356,VND-000315,Nelson-Perez,MEA,Services,2024-12-01,6,80.58,75.26,27.3,41.09,92.93,64.79,75.57,0.272,53.55,48,58.145,0,0,0,64.98,64.39,0.59,Stable,665981.95,0.58,High,False,Approved,61
357,VND-000807,Miller-Chapman,EMEA,Packaging,2024-12-01,6,77.81,74.46,28.54,41.97,96.75,64.75,75.35,0.503,47.12,58,73.35,0,0,0,64.32,64.32,0.0,Stable,481964.8,0.33,High,False,Approved,46
358,VND-001145,Rodriguez Ltd,MEA,Electronics,2024-12-01,6,76.17,76.87,26.22,44.86,96.75,64.71,68.67,0.069,48.84,55,31.15,0,0,0,64.85,63.97,0.88,Stable,1168393.13,0.83,Medium,False,Approved,61
359,VND-000854,Taylor LLC,Americas,Logistics,2024-12-01,6,75.48,71.84,27.08,54.43,93.95,64.68,71.91,0.019,21.01,21,58.05,1,0,0,65.42,63.27,2.15,Improving,514830.47,0.37,High,False,Approved,55
360,VND-000384,Price-Rodriguez,EMEA,Packaging,2024-12-01,6,73.12,72.3,27.22,58.21,94.07,64.68,74.15,0.025,15.29,16,90.2,0,0,0,63.23,68.28,-5.05,Deteriorating,1631370.93,0.94,High,False,Approved,47
361,VND-000952,Miles-Patterson,EMEA,Services,2024-12-01,6,79.36,75.12,25.22,41.22,97.44,64.67,80.5,0.002,9.7,10,100.0,0,0,0,64.44,65.52,-1.09,Stable,533511.64,0.4,High,False,Approved,62
362,VND-000123,Harris-Heath,Americas,Industrial Parts,2024-12-01,6,66.72,73.35,24.01,73.76,94.01,64.66,72.11,0.301,45.88,40,82.52,0,0,0,64.26,66.08,-1.82,Stable,606412.27,0.51,High,False,Approved,65
363,VND-000188,"Williams, Reed and Hale",Americas,Raw Materials,2024-12-01,6,76.14,75.86,27.89,49.3,91.1,64.65,68.08,0.162,58.23,51,54.98,0,0,0,65.79,62.17,3.62,Improving,561612.22,0.45,Medium,False,Approved,73
364,VND-000295,"Jackson, Baker and Miller",APAC,Services,2024-12-01,6,73.86,75.07,25.12,56.84,92.87,64.65,73.3,0.089,44.67,38,76.14,0,0,0,64.86,64.15,0.72,Stable,2836574.07,0.98,High,False,Approved,63
365,VND-000692,Ramos PLC,EMEA,Packaging,2024-12-01,6,76.68,73.94,25.61,46.11,98.68,64.63,82.1,0.195,50.75,55,86.11,0,0,0,64.07,64.66,-0.59,Stable,1464721.07,0.91,High,False,Approved,48
366,VND-000465,Lewis-Brown,EMEA,Raw Materials,2024-12-01,6,77.24,72.45,25.27,48.98,97.11,64.63,72.8,0.587,9.35,9,71.59,0,0,0,64.29,65.49,-1.21,Stable,582399.56,0.48,High,False,Approved,74
367,VND-000556,Cunningham Group,Americas,Industrial Parts,2024-12-01,6,70.93,76.15,29.99,54.64,92.83,64.63,73.19,0.071,46.19,39,73.26,0,0,0,64.73,65.09,-0.36,Stable,427683.5,0.23,High,False,Approved,66
368,VND-000262,"Arellano, Brown and Finley",Americas,Services,2024-12-01,6,75.99,76.17,25.02,51.44,92.27,64.59,71.28,0.32,31.08,33,63.07,0,0,0,65.06,64.68,0.38,Stable,227589.0,0.03,High,False,Approved,64
369,VND-000165,Holloway-Moss,Americas,Industrial Parts,2024-12-01,6,71.56,73.95,29.56,51.89,97.56,64.59,68.2,0.287,43.42,48,40.99,0,0,0,65.29,62.89,2.4,Improving,456788.63,0.27,Medium,False,Approved,67
370,VND-000390,"Ford, Blevins and Thompson",EMEA,Electronics,2024-12-01,6,77.27,72.91,29.68,42.14,96.99,64.57,65.41,0.091,46.84,53,35.89,0,0,0,64.24,65.69,-1.45,Stable,2438776.52,0.98,Medium,False,Approved,62
371,VND-001053,Keller Ltd,MEA,Industrial Parts,2024-12-01,6,73.86,68.52,36.52,48.51,94.01,64.54,66.61,0.39,27.37,25,44.3,0,0,0,62.85,67.29,-4.44,Deteriorating,451203.56,0.26,Medium,False,Approved,68
372,VND-000526,"Johnson, Turner and Young",APAC,Packaging,2024-12-01,6,71.6,73.66,32.24,60.18,85.24,64.47,80.82,0.29,50.74,35,100.0,0,0,0,61.43,71.05,-9.62,Deteriorating,321922.24,0.12,High,False,Approved,49
373,VND-001196,Price Group,APAC,Electronics,2024-12-01,6,75.04,75.69,23.24,50.46,97.27,64.46,74.99,0.182,10.18,15,57.99,3,0,0,65.06,62.44,2.62,Improving,1413322.36,0.9,High,False,Approved,63
374,VND-001077,"Simon, Petersen and Mcclure",EMEA,Industrial Parts,2024-12-01,6,70.97,72.86,40.37,45.7,91.06,64.45,67.27,0.03,64.89,53,46.43,2,1,0,65.87,62.04,3.83,Improving,1607933.94,0.93,High,False,Approved,69
375,VND-000111,Wade Inc,Americas,Electronics,2024-12-01,6,75.11,82.77,24.48,42.87,93.31,64.41,73.34,0.032,45.82,44,67.245,1,0,0,62.97,66.76,-3.79,Deteriorating,712039.75,0.63,High,False,Approved,64
376,VND-000156,Jackson and Sons,Americas,Services,2024-12-01,6,75.52,75.11,27.97,48.19,92.44,64.37,70.34,0.066,22.03,19,41.37,0,0,0,63.79,65.13,-1.34,Stable,236074.48,0.04,High,False,Approved,65
377,VND-000619,Tucker-Taylor,MEA,Services,2024-12-01,6,77.0,73.55,27.7,42.65,97.37,64.35,70.25,0.454,34.35,36,63.97,1,0,0,64.42,63.74,0.68,Stable,379950.87,0.17,High,False,Approved,66
378,VND-001060,Green-Hodges,EMEA,Packaging,2024-12-01,6,74.64,75.91,30.02,39.93,98.19,64.3,66.64,0.245,38.86,40,32.82,0,0,0,65.8,61.08,4.72,Improving,624045.2,0.52,Medium,False,Approved,50
379,VND-000528,Glass-Welch,EMEA,Logistics,2024-12-01,6,80.84,80.68,19.75,36.96,95.85,64.26,75.76,0.008,36.42,38,67.18,0,0,0,64.22,63.68,0.54,Stable,546837.71,0.42,High,False,Approved,56
380,VND-000023,King Ltd,APAC,Raw Materials,2024-12-01,6,77.36,72.73,22.44,49.95,96.66,64.23,80.35,0.27,37.44,37,87.93,0,0,0,63.41,65.7,-2.28,Deteriorating,1292366.46,0.87,High,False,Approved,75
381,VND-000630,Travis PLC,EMEA,Industrial Parts,2024-12-01,6,80.63,75.64,23.21,37.93,96.9,64.18,77.34,0.105,23.84,26,58.97,0,0,0,63.26,66.19,-2.93,Deteriorating,800280.79,0.68,High,False,Approved,70
382,VND-000576,"Russell, Adams and Wiggins",Americas,Services,2024-12-01,6,74.72,76.66,27.29,48.9,90.86,64.17,68.94,0.032,28.15,27,69.30000000000001,1,0,0,65.14,62.2,2.94,Improving,475077.47,0.31,Medium,False,Approved,67
383,VND-000155,Ayers-Dominguez,APAC,Packaging,2024-12-01,6,74.91,76.68,26.73,41.49,98.3,64.12,67.18,0.214,31.53,35,22.14,0,0,0,64.43,63.08,1.35,Stable,1004849.27,0.77,Medium,False,Approved,51
384,VND-000759,Miller-Gomez,MEA,Electronics,2024-12-01,6,83.4,70.26,30.21,35.17,91.29,64.08,75.38,0.189,11.63,9,58.8,0,1,0,63.87,65.8,-1.92,Stable,432969.37,0.23,Critical,False,Conditional,65
385,VND-000324,"Valdez, Daniel and Stark",APAC,Logistics,2024-12-01,6,75.87,70.4,27.45,50.1,94.77,64.06,84.47,0.073,12.05,18,79.56,0,0,0,63.51,65.35,-1.84,Stable,1998133.86,0.97,High,False,Approved,57
386,VND-001137,"Saunders, Keith and Smith",MEA,Packaging,2024-12-01,6,75.28,71.83,27.07,48.78,95.71,64.04,70.61,0.088,49.47,47,73.16,0,0,0,63.77,64.77,-1.01,Stable,424830.45,0.23,High,False,Approved,52
387,VND-001143,Oconnor-Ray,Americas,Logistics,2024-12-01,6,72.67,72.75,25.85,53.85,96.15,64.02,76.2,0.318,54.09,54,85.08,0,0,0,64.38,63.32,1.06,Stable,282951.15,0.08,High,False,Approved,58
388,VND-000527,Monroe-Rodriguez,MEA,Electronics,2024-12-01,6,73.14,77.06,21.5,55.1,93.94,64.01,82.39,0.158,55.28,58,65.94,0,0,0,63.45,65.58,-2.14,Deteriorating,609081.21,0.51,High,False,Approved,66
389,VND-000695,Anderson-Ferguson,APAC,Electronics,2024-12-01,6,80.56,75.43,22.88,38.58,95.7,63.97,72.64,0.003,50.76,47,41.31,0,0,0,64.66,62.48,2.18,Improving,641126.64,0.54,High,False,Approved,67
390,VND-000965,Riggs-Pearson,EMEA,Logistics,2024-12-01,6,72.51,71.62,29.23,53.52,93.14,63.92,67.11,0.006,56.09,59,55.42,0,0,0,63.75,64.09,-0.34,Stable,463959.33,0.29,Medium,False,Approved,59
391,VND-000392,"Ray, Thomas and Zamora",APAC,Electronics,2024-12-01,6,72.46,73.18,27.88,56.23,90.2,63.92,71.68,0.376,23.95,20,63.05,0,0,0,63.13,63.88,-0.75,Stable,765894.16,0.66,High,False,Approved,68
392,VND-000895,"Scott, Martinez and Pratt",EMEA,Industrial Parts,2024-12-01,6,73.14,76.84,28.08,42.76,97.14,63.91,66.68,0.725,36.71,46,65.51,2,0,0,62.59,66.56,-3.98,Deteriorating,566237.62,0.46,Medium,False,Approved,71
393,VND-000959,Alexander Inc,APAC,Logistics,2024-12-01,6,72.89,76.64,28.46,48.94,91.17,63.91,59.24,0.188,59.22,47,14.55,2,0,0,63.6,65.21,-1.61,Stable,480651.9,0.32,Medium,False,Approved,60
394,VND-000907,Gross-Jennings,APAC,Services,2024-12-01,6,73.05,72.09,27.48,51.89,95.13,63.88,66.4,0.121,54.55,59,45.34,0,0,0,64.33,63.08,1.26,Stable,695421.17,0.6,Medium,False,Approved,68
395,VND-000958,Ramirez PLC,Americas,Services,2024-12-01,6,75.09,70.72,27.39,47.96,96.55,63.83,76.92,0.319,11.07,10,90.05,0,0,0,63.12,65.17,-2.06,Deteriorating,881290.61,0.73,High,False,Approved,69
396,VND-000166,"Cooley, Gonzalez and Hall",EMEA,Packaging,2024-12-01,6,69.76,75.16,26.9,56.85,92.59,63.75,80.4,0.155,10.7,10,64.99000000000001,0,0,0,63.54,64.25,-0.71,Stable,593102.33,0.49,High,False,Approved,53
397,VND-000252,Briggs Ltd,EMEA,Raw Materials,2024-12-01,6,74.39,76.13,25.23,45.1,95.98,63.75,72.33,0.01,40.43,44,64.28,1,0,0,64.7,62.24,2.45,Improving,486568.84,0.33,High,False,Approved,76
398,VND-000078,"Jordan, Thompson and Bailey",EMEA,Packaging,2024-12-01,6,69.47,72.06,29.09,56.38,94.77,63.75,65.25,0.717,41.62,51,35.48,0,0,0,64.07,63.05,1.02,Stable,334135.84,0.13,Medium,False,Approved,54
399,VND-000951,"Ramsey, Walton and Morgan",MEA,Industrial Parts,2024-12-01,6,71.43,76.72,29.09,44.59,96.42,63.74,65.91,0.05,12.64,12,37.15,0,0,0,63.68,63.69,-0.01,Stable,1258852.01,0.86,Medium,False,Approved,72
400,VND-000834,"Kennedy, Jones and Horn",EMEA,Logistics,2024-12-01,6,76.3,73.98,27.88,41.33,95.14,63.73,71.15,0.093,13.11,17,69.72,1,0,0,63.84,64.04,-0.19,Stable,435578.73,0.24,High,False,Approved,61
401,VND-000079,"Phillips, Sutton and Decker",MEA,Packaging,2024-12-01,6,78.46,72.95,26.22,37.89,97.71,63.71,73.39,0.591,37.07,40,60.95,0,0,0,63.73,62.96,0.77,Stable,589137.28,0.48,High,False,Approved,55
402,VND-000431,King-Hughes,Americas,Logistics,2024-12-01,6,78.01,74.49,26.24,39.08,95.16,63.68,68.96,0.009,34.41,44,46.95,0,0,0,63.54,62.98,0.56,Stable,1022319.49,0.78,Medium,False,Approved,62
403,VND-000664,Bryant Inc,MEA,Raw Materials,2024-12-01,6,76.59,71.68,23.14,48.36,96.54,63.68,74.36,0.346,13.52,21,62.63,1,0,0,63.29,64.12,-0.83,Stable,679783.83,0.59,High,False,Approved,77
404,VND-000529,"Bender, Rodriguez and Jenkins",EMEA,Electronics,2024-12-01,6,73.84,73.69,25.83,48.49,95.5,63.65,70.96,0.014,43.63,52,72.99,0,0,0,62.5,65.25,-2.75,Deteriorating,198404.12,0.02,High,False,Approved,69
405,VND-000754,"Ramirez, Delgado and Ruiz",MEA,Services,2024-12-01,6,73.01,73.37,29.17,46.58,94.79,63.62,63.81,0.042,56.06,54,41.6,0,0,0,63.8,64.3,-0.49,Stable,1664759.47,0.94,Medium,False,Approved,70
406,VND-000221,Oconnor Group,Americas,Services,2024-12-01,6,75.59,72.17,25.96,46.29,95.82,63.62,79.76,0.136,62.03,59,85.46,1,0,0,63.57,63.98,-0.41,Stable,555733.59,0.43,High,False,Approved,71
407,VND-000197,Roberts-Miller,APAC,Electronics,2024-12-01,6,74.72,72.82,26.48,48.09,93.96,63.58,73.51,0.003,20.68,22,71.88,0,0,0,63.21,64.7,-1.49,Stable,527447.11,0.39,High,False,Approved,70
408,VND-000719,Garcia Ltd,APAC,Raw Materials,2024-12-01,6,74.36,76.25,24.33,49.22,91.77,63.57,71.82,0.219,11.3,12,53.11,0,0,0,64.11,63.1,1.0,Stable,1191191.91,0.84,High,False,Approved,78
409,VND-001197,"Osborn, Harris and Stokes",EMEA,Logistics,2024-12-01,6,73.51,72.52,29.06,48.82,92.47,63.56,68.38,0.23,26.52,22,42.07,0,0,0,63.18,64.62,-1.43,Stable,527596.74,0.39,Medium,False,Approved,63
410,VND-000421,Rodriguez-Ellis,APAC,Industrial Parts,2024-12-01,6,67.37,77.3,28.54,54.42,93.27,63.53,73.82,0.13,29.37,30,63.91,0,0,0,64.16,61.93,2.23,Improving,209349.03,0.02,High,False,Approved,73
411,VND-001109,"Wells, Whitaker and Marshall",APAC,Raw Materials,2024-12-01,6,73.99,73.17,28.4,44.38,95.75,63.53,77.59,0.511,29.04,30,74.32,0,0,0,62.65,65.29,-2.64,Deteriorating,1251366.89,0.86,High,False,Approved,79
412,VND-000107,Boyer-Miller,APAC,Electronics,2024-12-01,6,78.91,75.98,23.98,36.47,95.87,63.52,76.24,0.033,45.09,55,81.33,1,0,0,62.71,64.54,-1.83,Stable,980971.25,0.77,High,False,Approved,71
413,VND-000377,Miller and Sons,Americas,Logistics,2024-12-01,6,72.91,73.22,26.41,50.98,93.17,63.42,73.5,0.28,42.2,45,61.09,0,0,0,63.07,63.08,-0.01,Stable,861526.55,0.71,High,False,Approved,64
414,VND-000518,"Williams, Castro and Maxwell",APAC,Services,2024-12-01,6,77.99,73.59,27.97,36.36,94.9,63.4,72.26,0.034,24.19,23,61.2,1,0,0,63.4,63.32,0.07,Stable,1759102.13,0.95,High,False,Approved,72
415,VND-000560,Petersen-Lowe,APAC,Services,2024-12-01,6,68.66,74.16,34.75,47.27,92.8,63.39,67.36,0.142,27.52,23,61.63,1,1,0,61.77,66.2,-4.43,Deteriorating,645245.96,0.55,High,False,Approved,73
416,VND-001158,Kelly Inc,EMEA,Industrial Parts,2024-12-01,6,74.3,76.19,25.64,42.96,94.78,63.32,74.81,0.424,35.43,60,70.78,1,0,0,63.46,63.15,0.31,Stable,329533.99,0.13,High,False,Approved,74
417,VND-000824,"Bruce, Wolf and Moody",MEA,Packaging,2024-12-01,6,75.94,71.64,28.05,43.31,93.74,63.28,68.81,0.411,13.22,11,61.36,0,0,0,63.11,63.82,-0.71,Stable,541464.24,0.41,Medium,False,Approved,56
418,VND-000249,"Johnson, Kennedy and Moore",EMEA,Logistics,2024-12-01,6,75.19,77.32,25.99,42.73,90.84,63.25,73.81,0.099,39.67,38,64.54,0,0,0,62.55,65.06,-2.52,Deteriorating,856109.04,0.71,High,False,Approved,65
419,VND-000911,Austin-Baker,EMEA,Services,2024-12-01,6,71.65,73.09,27.65,49.34,94.54,63.23,63.51,0.311,32.02,37,47.35,0,0,0,62.79,64.71,-1.92,Stable,750814.32,0.65,Medium,False,Approved,74
420,VND-000898,"Floyd, Mcgrath and Thomas",Americas,Electronics,2024-12-01,6,75.62,73.55,25.58,42.67,95.14,63.18,80.71,0.177,10.74,11,100.0,0,0,0,62.97,63.16,-0.19,Stable,458644.05,0.28,High,False,Approved,72
421,VND-000609,"Willis, Stevenson and Murphy",MEA,Electronics,2024-12-01,6,75.07,73.73,23.62,45.24,95.97,63.17,71.73,0.183,14.86,14,82.33,2,0,0,63.04,63.38,-0.34,Stable,698628.72,0.62,High,False,Approved,73
422,VND-001147,Alvarez PLC,EMEA,Raw Materials,2024-12-01,6,80.37,69.97,27.63,37.5,92.12,63.08,71.97,0.182,34.61,27,53.23,0,0,0,62.3,64.87,-2.57,Deteriorating,606333.55,0.5,High,False,Approved,80
423,VND-000464,Brooks Ltd,MEA,Raw Materials,2024-12-01,6,78.19,71.31,27.77,40.09,91.92,63.07,68.65,0.822,40.67,39,27.78,0,0,0,63.28,62.16,1.12,Stable,425449.86,0.23,Medium,False,Approved,81
424,VND-000635,Kaiser Inc,EMEA,Industrial Parts,2024-12-01,6,72.3,75.73,27.67,42.75,95.06,63.04,70.82,0.121,64.42,58,69.52,0,0,0,62.69,63.89,-1.2,Stable,315561.89,0.11,High,False,Approved,75
425,VND-000613,Bowman-Myers,APAC,Industrial Parts,2024-12-01,6,72.4,73.36,30.78,42.76,93.2,62.94,65.09,0.133,41.07,37,18.38,0,0,0,62.86,61.89,0.98,Stable,850428.36,0.7,Medium,False,Approved,76
426,VND-000682,Castaneda LLC,EMEA,Logistics,2024-12-01,6,70.23,74.78,25.31,50.52,94.93,62.91,75.71,0.733,24.76,26,93.11,0,0,0,62.57,62.97,-0.41,Stable,666624.54,0.58,High,False,Approved,66
427,VND-001113,Williams-Ellis,Americas,Logistics,2024-12-01,6,74.74,75.62,24.88,42.2,93.67,62.9,70.12,0.241,29.96,25,76.07,1,0,0,62.98,63.88,-0.9,Stable,565524.7,0.46,High,False,Approved,67
428,VND-000211,Garcia-Dixon,MEA,Services,2024-12-01,6,70.03,76.82,27.1,54.21,86.15,62.85,78.14,0.021,34.23,26,100.0,0,0,0,62.63,64.15,-1.52,Stable,2485287.28,0.98,High,False,Approved,75
429,VND-000088,Murray-Taylor,EMEA,Raw Materials,2024-12-01,6,74.87,72.23,24.61,45.19,93.48,62.63,84.13,0.275,28.85,28,95.01,0,0,0,61.89,64.82,-2.94,Deteriorating,555475.09,0.43,High,False,Approved,82
430,VND-000006,Weeks and Sons,Americas,Raw Materials,2024-12-01,6,74.16,76.78,26.93,40.77,90.04,62.61,71.54,0.511,56.07,49,63.445,0,0,0,61.84,65.41,-3.57,Deteriorating,663837.34,0.57,High,False,Approved,83
431,VND-000798,Castro Group,APAC,Industrial Parts,2024-12-01,6,75.3,74.15,28.82,39.83,89.39,62.57,78.29,0.323,69.51,54,65.61,0,0,0,61.06,65.09,-4.04,Deteriorating,542416.89,0.41,High,False,Approved,77
432,VND-000304,"Martinez, Davis and Mcdonald",Americas,Electronics,2024-12-01,6,67.86,72.48,38.52,38.03,95.23,62.55,74.09,0.303,45.43,47,81.63,0,0,0,59.79,68.24,-8.44,Deteriorating,479194.66,0.32,High,False,Approved,74
433,VND-001079,Black Inc,EMEA,Industrial Parts,2024-12-01,6,75.46,72.8,22.15,48.89,90.53,62.54,79.82,0.465,17.09,16,94.1,0,0,0,61.79,63.64,-1.85,Stable,952708.61,0.75,High,False,Approved,78
434,VND-000380,Turner-Golden,EMEA,Services,2024-12-01,6,69.15,80.7,26.23,40.12,95.35,62.45,79.25,0.231,23.35,27,83.72,1,0,0,62.03,63.42,-1.39,Stable,795390.37,0.68,High,False,Approved,76
435,VND-000758,Martin LLC,Americas,Industrial Parts,2024-12-01,6,77.44,72.72,24.58,42.02,89.44,62.41,82.51,0.721,29.17,25,99.87,0,0,0,61.13,65.04,-3.91,Deteriorating,495130.1,0.35,High,False,Approved,79
436,VND-001086,Simmons-Delgado,APAC,Logistics,2024-12-01,6,72.18,72.76,25.21,44.14,96.6,62.36,83.68,0.329,24.93,26,100.0,0,0,0,61.95,64.35,-2.41,Deteriorating,273712.6,0.07,High,False,Approved,68
437,VND-000306,Gonzalez-Rose,MEA,Packaging,2024-12-01,6,72.7,76.36,28.11,39.98,90.25,62.24,65.89,0.313,46.44,41,60.88,1,0,0,62.05,63.27,-1.21,Stable,384675.57,0.18,Medium,False,Approved,57
438,VND-000611,Jones and Sons,APAC,Industrial Parts,2024-12-01,6,72.58,74.17,29.59,35.44,95.77,62.21,81.86,0.225,22.78,26,91.0,0,1,0,60.47,66.54,-6.07,Deteriorating,492367.59,0.34,Critical,True,Replace,80
439,VND-000572,Shea Group,Americas,Logistics,2024-12-01,6,66.87,78.19,30.54,39.9,96.08,62.2,66.28,0.113,25.79,30,52.69,0,1,0,62.32,61.92,0.4,Stable,1138731.78,0.82,High,False,Approved,69
440,VND-000956,Howard and Sons,APAC,Electronics,2024-12-01,6,71.04,71.64,28.6,40.16,98.55,62.17,68.45,0.047,40.08,42,68.105,0,0,0,61.92,62.49,-0.57,Stable,389372.54,0.18,Medium,False,Approved,75
441,VND-000490,Peterson and Sons,EMEA,Industrial Parts,2024-12-01,6,76.92,69.25,25.69,40.76,93.11,62.14,75.7,0.095,43.41,40,81.51,0,0,0,61.3,63.56,-2.26,Deteriorating,485224.58,0.33,High,False,Approved,81
442,VND-001024,Case LLC,EMEA,Electronics,2024-12-01,6,73.85,73.91,27.15,40.93,90.81,62.13,71.88,0.505,22.56,28,57.65,0,0,0,62.54,60.85,1.68,Stable,891903.31,0.74,High,False,Approved,76
443,VND-000168,"Hudson, Meyer and Herrera",APAC,Packaging,2024-12-01,6,76.76,73.55,24.65,35.21,93.53,61.98,77.2,0.08,51.23,42,72.94,0,0,0,61.66,62.31,-0.65,Stable,205597.04,0.02,High,False,Approved,58
444,VND-000200,"Adams, Sims and Davis",APAC,Services,2024-12-01,6,73.85,76.12,25.49,34.6,95.34,61.97,75.59,0.497,29.46,40,74.83,0,0,0,61.45,62.47,-1.02,Stable,355576.36,0.15,High,False,Approved,77
445,VND-000499,Castillo LLC,MEA,Packaging,2024-12-01,6,73.72,70.89,26.27,36.93,98.19,61.81,77.37,0.343,19.84,22,93.18,0,0,0,62.79,60.36,2.43,Improving,247749.2,0.05,High,False,Approved,59
446,VND-000429,Lawson Group,EMEA,Services,2024-12-01,6,73.08,76.74,28.7,38.33,87.02,61.81,60.91,0.033,65.0,51,30.64,1,0,0,61.75,63.07,-1.32,Stable,323190.31,0.12,Medium,False,Approved,78
447,VND-000535,Maldonado Group,EMEA,Logistics,2024-12-01,6,71.66,72.45,28.17,38.56,95.48,61.73,77.16,0.043,25.93,25,84.11,0,0,0,61.72,63.11,-1.38,Stable,706833.99,0.62,High,False,Approved,70
