finance_record_id,record_date,fiscal_week,fiscal_quarter,fiscal_year,order_id,vendor_id,shipment_id,transaction_type,revenue_usd,procurement_cost_usd,logistics_cost_usd,operational_cost_usd,sla_penalty_usd,gross_profit_usd,ebitda_usd,accounts_receivable_usd,accounts_payable_usd,inventory_value_usd,working_capital_usd,working_capital_ratio,cash_flow_usd,cash_position_usd,days_sales_outstanding,days_payable_outstanding,cash_conversion_cycle,financial_risk_score,risk_flag,cash_flow_sign_issue_flag,procurement_gt_revenue_flag
FIN-0000034263,2024-08-01,31,Q3,2024,ORD-00044801,,,Operational Expense,0.0,0.0,0.0,40602.34,0.0,0.0,-40602.34,13349.53,44572.0,81843.99,50621.52,2.1357,-266224.33,-15172444824.96,61.06,31.79,79.31,30.29,0,True,False
FIN-0000035489,2024-08-01,31,Q3,2024,ORD-00027478,,,Revenue,6500.92,0.0,0.0,0.0,0.0,6500.92,6500.92,176314.31,49005.22,167166.22,294475.31,7.0091,85826.28,-15172358998.68,64.2,77.28,43.1,20.0,0,False,False
FIN-0000037714,2024-08-01,31,Q3,2024,ORD-00087300,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22605.77,144557.68,112152.11,-9799.8,0.9322,-449163.87,-15172808162.55,53.51,75.85,36.64,23.3,1,True,False
FIN-0000045086,2024-08-01,31,Q3,2024,ORD-00048650,,,Revenue,5296.82,0.0,0.0,0.0,0.0,5296.82,5296.82,25565.42,15208.94,4551.09,14907.57,1.9802,1182227.72,-15171625934.83,51.28,67.06,40.78,22.62,0,False,False
FIN-0000045417,2024-08-01,31,Q3,2024,ORD-00049943,,,Revenue,4328.14,0.0,0.0,0.0,0.0,4328.14,4328.14,380118.58,19087.75,34255.16,395285.99,21.7089,627524.46,-15170998410.37,70.25,75.87,52.55,22.26,0,False,False
FIN-0000046741,2024-08-01,31,Q3,2024,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14135.84,11036.42,92366.78,95466.2,9.6501,-219509.08,-15171217919.45,70.61,116.6,-2.44,20.0,0,True,False
FIN-0000050067,2024-08-01,31,Q3,2024,,VND-000159,,Procurement,0.0,11541.72,0.0,0.0,0.0,-11541.72,0.0,59282.83,193305.51,214545.17,80522.49,1.4166,-622094.44,-15171840013.89,60.12,81.12,31.84,20.0,0,True,False
FIN-0000051284,2024-08-01,31,Q3,2024,,,,Operational Expense,0.0,0.0,0.0,2129.07,0.0,0.0,-2129.07,58916.0,35220.74,52006.64,75701.9,3.1494,-117398.48,-15171957412.37,57.34,82.08,24.13,20.8,0,True,False
FIN-0000051699,2024-08-01,31,Q3,2024,ORD-00066415,,,Revenue,36852.92,0.0,0.0,0.0,0.0,36852.92,36852.92,91957.1,35618.43,237398.23,293736.9,9.2468,191962.94,-15171765449.43,37.24,84.6,6.83,26.83,0,False,False
FIN-0000052348,2024-08-01,31,Q3,2024,,,,Revenue,2691.53,0.0,0.0,0.0,0.0,2691.53,2691.53,330537.06,47075.39,38177.34,321639.01,7.8324,698321.06,-15171067128.37,29.1,44.12,40.26,29.27,0,False,False
FIN-0000054135,2024-08-01,31,Q3,2024,ORD-00081793,,,Operational Expense,0.0,0.0,0.0,6349.07,0.0,0.0,-6349.07,234295.55,75601.99,30151.58,188845.14,3.4979,-400823.32,-15171467951.69,68.15,107.19,16.78,20.0,0,False,False
FIN-0000057206,2024-08-01,31,Q3,2024,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46375.19,62896.48,50894.14,34372.85,1.5465,-200999.93,-15171668951.62,55.25,67.54,35.31,21.42,0,False,False
FIN-0000059970,2024-08-01,31,Q3,2024,,VND-000951,,Procurement,0.0,6650.13,0.0,0.0,0.0,-6650.13,0.0,138320.78,41616.23,109898.88,206603.43,5.9645,-396518.0,-15172065469.62,59.15,64.04,34.7,60.46,0,True,False
FIN-0000062557,2024-08-01,31,Q3,2024,ORD-00020310,,,Revenue,65946.86,0.0,0.0,0.0,0.0,65946.86,65946.86,53295.55,122997.24,417654.78,347953.09,3.829,314176.49,-15171751293.13,42.79,66.13,6.29,25.16,0,True,False
FIN-0000064103,2024-08-01,31,Q3,2024,,,,Revenue,8004.97,0.0,0.0,0.0,0.0,8004.97,8004.97,81678.67,506121.74,45773.5,-378669.57,0.2518,449203.4,-15171302089.73,72.46,51.43,55.56,38.13,1,True,False
FIN-0000000351,2024-08-02,31,Q3,2024,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26246.86,10047.28,26247.26,42446.84,5.2247,-1898269.0,-15173200358.73,54.84,97.89,-6.52,21.55,0,False,False
FIN-0000000768,2024-08-02,31,Q3,2024,,VND-000091,,Procurement,0.0,21741.76,0.0,0.0,0.0,-21741.76,0.0,17047.33,26263.8,82321.64,73105.17,3.7835,-873747.7,-15174074106.43,68.87,47.48,82.42,31.23,0,True,False
FIN-0000001125,2024-08-02,31,Q3,2024,ORD-00062007,,,Revenue,81871.46,0.0,0.0,0.0,0.0,81871.46,81871.46,112737.93,103365.76,60492.27,69864.44,1.6759,790497.63,-15173283608.8,42.56,93.3,-2.21,25.23,0,True,False
FIN-0000001431,2024-08-02,31,Q3,2024,,,,Operational Expense,0.0,0.0,0.0,1413.88,0.0,0.0,-1413.88,62907.05,4704.28,232558.57,290761.34,62.8078,-234612.64,-15173518221.44,55.01,76.52,30.8,21.5,0,True,False
FIN-0000001861,2024-08-02,31,Q3,2024,ORD-00046463,VND-000857,,Procurement,0.0,2869.7,0.0,0.0,0.0,-2869.7,0.0,17541.46,147738.73,328195.31,197998.04,2.3402,-269436.71,-15173787658.15,46.08,66.8,26.22,24.18,0,False,False
FIN-0000002138,2024-08-02,31,Q3,2024,ORD-00014997,,,Revenue,240427.99,0.0,0.0,0.0,0.0,240427.99,240427.99,114428.28,180648.34,51371.04,-14849.02,0.9178,304279.18,-15173483378.97,71.03,68.44,19.87,59.51,1,True,False
FIN-0000003855,2024-08-02,31,Q3,2024,,,,Operational Expense,0.0,0.0,0.0,962.21,0.0,0.0,-962.21,9529.55,89250.18,36217.47,-43503.16,0.5126,-1172063.77,-15174655442.74,38.69,72.69,4.17,36.14,1,True,False
FIN-0000004443,2024-08-02,31,Q3,2024,,,,Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,-68613.59,295705.25,193217.19,125935.44,228423.5,2.1822,-393187.43,-15175048630.17,51.87,63.33,30.63,22.44,0,True,False
FIN-0000005793,2024-08-02,31,Q3,2024,ORD-00033771,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14913.25,25653.42,15153.16,4412.99,1.172,-878220.15,-15175926850.32,64.69,80.44,39.39,20.0,0,False,False
FIN-0000006187,2024-08-02,31,Q3,2024,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611886.58,77016.26,193753.1,728623.42,10.4606,-190700.76,-15176117551.08,70.41,32.43,94.48,34.84,0,True,False
FIN-0000006503,2024-08-02,31,Q3,2024,,,SHP-00063005,Logistics Cost,0.0,0.0,4079.16,0.0,0.0,0.0,-4079.16,14963.5,6754.12,38801.36,47010.74,7.9603,-767959.04,-15176885510.12,45.12,105.33,-22.4,24.46,0,True,False
FIN-0000006506,2024-08-02,31,Q3,2024,ORD-00052801,,,Revenue,5059.5,0.0,0.0,0.0,0.0,5059.5,5059.5,79183.33,11135.87,65871.12,133918.58,13.0259,158048.44,-15176727461.68,57.76,46.5,48.33,59.12,0,True,False
FIN-0000006921,2024-08-02,31,Q3,2024,,,,Revenue,9332.97,0.0,0.0,0.0,0.0,9332.97,9332.97,31826.66,4426.58,23671.58,51071.66,12.5375,1861905.9,-15174865555.78,75.67,44.73,90.76,33.73,0,True,False
FIN-0000008308,2024-08-02,31,Q3,2024,,,,Revenue,22276.36,0.0,0.0,0.0,0.0,22276.36,22276.36,52852.4,129784.69,39520.85,-37411.44,0.7117,840392.36,-15174025163.42,49.95,43.88,48.86,29.94,1,True,False
FIN-0000009288,2024-08-02,31,Q3,2024,,,SHP-00010012,Logistics Cost,0.0,0.0,2429.26,0.0,0.0,0.0,-2429.26,58455.69,144206.81,7078.15,-78672.97,0.4544,-309459.49,-15174334622.91,53.03,66.8,26.12,33.0,1,False,False
FIN-0000011187,2024-08-02,31,Q3,2024,ORD-00032765,VND-001160,,Procurement,0.0,26338.14,0.0,0.0,0.0,-26338.14,0.0,105342.71,32150.1,78834.31,152026.92,5.7287,-392526.16,-15174727149.07,67.91,66.1,46.23,20.37,0,False,False
FIN-0000011384,2024-08-02,31,Q3,2024,,,SHP-00030013,Logistics Cost,0.0,0.0,4809.82,0.0,0.0,0.0,-4809.82,787435.51,21320.58,81383.31,847498.24,40.7502,-1131002.27,-15175858151.34,58.88,88.64,19.28,20.34,0,True,False
FIN-0000011845,2024-08-02,31,Q3,2024,ORD-00068217,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11035.53,55480.34,97403.79,52958.98,1.9546,-1054627.92,-15176912779.26,59.94,59.77,43.56,20.02,0,False,False
FIN-0000012590,2024-08-02,31,Q3,2024,ORD-00082515,,SHP-00011925,Logistics Cost,0.0,0.0,13523.52,0.0,0.0,0.0,-13523.52,24915.0,17626.9,55151.47,62439.57,4.5423,-1085237.48,-15177998016.74,55.02,54.79,51.27,23.38,0,False,False
FIN-0000013468,2024-08-02,31,Q3,2024,,,,Revenue,4153.25,0.0,0.0,0.0,0.0,4153.25,4153.25,671952.52,24446.96,24750.06,672255.62,28.4985,216607.42,-15177781409.32,59.27,73.79,35.95,20.22,0,True,False
FIN-0000013991,2024-08-02,31,Q3,2024,ORD-00085944,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44595.86,105304.89,42089.18,-18619.85,0.8232,-1004225.84,-15178785635.16,62.85,69.71,41.03,23.54,1,True,False
FIN-0000015959,2024-08-02,31,Q3,2024,,VND-000324,,Procurement,0.0,1282.77,0.0,0.0,0.0,-1282.77,0.0,168050.11,100723.46,346974.36,414301.01,5.1133,-476240.25,-15179261875.41,53.46,41.63,56.55,61.92,0,True,False
FIN-0000016560,2024-08-02,31,Q3,2024,ORD-00009497,,,Revenue,7444.11,0.0,0.0,0.0,0.0,7444.11,7444.11,200571.55,37171.9,31276.73,194676.38,6.2372,291140.55,-15178970734.86,60.73,68.27,43.78,20.0,0,True,False
FIN-0000016758,2024-08-02,31,Q3,2024,ORD-00060303,,,Revenue,12068.04,0.0,0.0,0.0,0.0,12068.04,12068.04,219356.75,45844.89,37427.66,210939.52,5.6012,340227.51,-15178630507.35,63.85,72.43,35.17,20.0,0,False,False
FIN-0000017331,2024-08-02,31,Q3,2024,ORD-00085018,,,Revenue,1955.35,0.0,0.0,0.0,0.0,1955.35,1955.35,411377.65,41467.76,103891.27,473801.16,12.4258,123037.08,-15178507470.27,64.9,54.73,60.86,24.76,0,True,False
FIN-0000018019,2024-08-02,31,Q3,2024,ORD-00016775,,,Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,-48219.59,180207.17,54375.12,70224.19,196056.24,4.6056,-479408.96,-15178986879.23,75.46,87.22,27.93,20.0,0,True,False
FIN-0000018701,2024-08-02,31,Q3,2024,ORD-00079950,,,Revenue,10286.65,0.0,0.0,0.0,0.0,10286.65,10286.65,19984.48,26548.4,83872.38,77308.46,3.912,267527.83,-15178719351.4,66.41,36.61,62.69,25.31,0,True,False
FIN-0000018752,2024-08-02,31,Q3,2024,,,,Operational Expense,0.0,0.0,0.0,3676.93,0.0,0.0,-3676.93,47362.32,33217.98,23223.61,37367.95,2.1249,-221265.95,-15178940617.35,73.92,55.66,89.47,33.34,0,True,False
FIN-0000020419,2024-08-02,31,Q3,2024,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35468.84,265035.56,204622.98,-24943.74,0.9059,-493287.39,-15179433904.74,68.84,60.82,61.66,26.88,1,False,False
FIN-0000021463,2024-08-02,31,Q3,2024,ORD-00062958,,,Revenue,27788.62,0.0,0.0,0.0,0.0,27788.62,27788.62,45529.4,104995.44,221036.15,161570.11,2.5388,681714.11,-15178752190.63,70.71,95.28,17.98,20.0,0,True,False
FIN-0000024454,2024-08-02,31,Q3,2024,,,,Revenue,38792.81,0.0,0.0,0.0,0.0,38792.81,38792.81,44264.31,17091.77,53236.25,80408.79,5.7045,912366.93,-15177839823.7,64.07,78.77,29.36,20.0,0,True,False
FIN-0000025556,2024-08-02,31,Q3,2024,ORD-00060802,,,SLA Penalty,0.0,0.0,0.0,0.0,91.12,0.0,0.0,250909.34,158604.54,137634.56,229939.36,2.4498,-848623.23,-15178688446.93,68.04,58.72,61.12,24.84,0,True,False
FIN-0000026128,2024-08-02,31,Q3,2024,ORD-00050022,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18028.85,184979.02,42325.54,-124624.63,0.3263,-290412.02,-15178978858.95,65.25,41.3,70.11,41.01,1,True,False
FIN-0000027165,2024-08-02,31,Q3,2024,ORD-00012974,VND-001107,,Procurement,0.0,13834.04,0.0,0.0,0.0,-13834.04,0.0,213933.82,28008.9,186360.78,372285.7,14.2917,-48329.12,-15179027188.07,39.35,39.3,18.68,26.2,0,False,False
FIN-0000027197,2024-08-02,31,Q3,2024,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31470.12,15690.49,37397.74,53177.37,4.3891,-396320.36,-15179423508.43,56.44,78.21,3.48,21.07,0,True,False
FIN-0000029565,2024-08-02,31,Q3,2024,,,,Revenue,95902.79,0.0,0.0,0.0,0.0,95902.79,95902.79,171308.33,137407.28,52968.88,86869.93,1.6322,404628.72,-15179018879.71,61.25,64.48,29.66,58.22,0,True,False
FIN-0000030709,2024-08-02,31,Q3,2024,,,SHP-00054584,Logistics Cost,0.0,0.0,2442.49,0.0,0.0,0.0,-2442.49,11976.25,3530.02,300993.04,309439.27,88.6594,-968704.82,-15179987584.53,58.91,39.53,68.12,27.26,0,True,False
FIN-0000034096,2024-08-02,31,Q3,2024,ORD-00015197,,,Revenue,27518.36,0.0,0.0,0.0,0.0,27518.36,27518.36,12549.41,307203.12,233002.72,-61650.99,0.7993,681206.95,-15179306377.58,45.28,61.45,16.35,28.43,1,True,False
FIN-0000034742,2024-08-02,31,Q3,2024,,,,Operational Expense,0.0,0.0,0.0,5649.1,0.0,0.0,-5649.1,479009.15,11714.4,29819.75,497114.5,43.4362,-1703533.38,-15181009910.96,54.89,89.01,-11.05,21.53,0,True,False
FIN-0000035826,2024-08-02,31,Q3,2024,,,,Revenue,10235.07,0.0,0.0,0.0,0.0,10235.07,10235.07,77180.86,8394.12,513388.25,582174.99,70.3551,1888001.29,-15179121909.67,52.07,58.85,29.09,22.38,0,True,False
FIN-0000036335,2024-08-02,31,Q3,2024,,,,Revenue,46827.67,0.0,0.0,0.0,0.0,46827.67,46827.67,68452.79,8798.94,152412.15,212066.0,25.1013,511227.71,-15178610681.96,63.27,75.43,43.41,20.0,0,False,False
FIN-0000036801,2024-08-02,31,Q3,2024,ORD-00084546,,,Operational Expense,0.0,0.0,0.0,3167.24,0.0,0.0,-3167.24,371830.83,30429.99,78046.0,419446.84,14.784,-178910.38,-15178789592.34,58.32,62.13,54.76,23.43,0,False,False
FIN-0000037593,2024-08-02,31,Q3,2024,,,,Revenue,28713.69,0.0,0.0,0.0,0.0,28713.69,28713.69,16733.22,24770.99,68183.35,60145.58,3.4281,92838.01,-15178696754.33,54.09,74.02,29.7,21.77,0,False,False
FIN-0000038338,2024-08-02,31,Q3,2024,ORD-00087151,,,Revenue,67233.9,0.0,0.0,0.0,0.0,67233.9,67233.9,146696.54,202853.76,18371.78,-37785.44,0.8137,428705.9,-15178268048.43,67.95,61.6,62.7,29.04,1,True,False
FIN-0000039475,2024-08-02,31,Q3,2024,,,,Operational Expense,0.0,0.0,0.0,6252.87,0.0,0.0,-6252.87,26726.9,62553.28,16603.8,-19222.58,0.6927,-1036886.03,-15179304934.46,76.91,70.43,51.47,28.09,1,False,False
FIN-0000040760,2024-08-02,31,Q3,2024,ORD-00054153,,,Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,-10491.41,103762.41,41041.64,30661.42,93382.19,3.2753,-9061.43,-15179313995.89,45.82,90.63,4.3,24.25,0,True,False
FIN-0000040982,2024-08-02,31,Q3,2024,ORD-00050708,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19759.21,11998.16,115950.83,123711.88,11.3109,-214255.34,-15179528251.23,47.77,72.16,18.84,23.67,0,True,False
FIN-0000041745,2024-08-02,31,Q3,2024,ORD-00047669,,,Revenue,136595.74,0.0,0.0,0.0,0.0,136595.74,136595.74,113350.25,64409.48,280499.69,329440.46,6.1148,211904.41,-15179316346.82,66.74,85.05,36.17,20.0,0,False,False
FIN-0000042686,2024-08-02,31,Q3,2024,ORD-00088227,VND-000388,,Procurement,0.0,8931.92,0.0,0.0,0.0,-8931.92,0.0,5880.02,23346.95,441259.17,423792.24,19.1519,-499008.42,-15179815355.24,53.16,78.73,27.79,22.05,0,True,False
FIN-0000044778,2024-08-02,31,Q3,2024,ORD-00000878,,,Operational Expense,0.0,0.0,0.0,1688.53,0.0,0.0,-1688.53,115032.11,9860.1,31738.81,136910.82,14.8853,-54740.52,-15179870095.76,58.08,87.08,15.74,20.58,0,False,False
FIN-0000045416,2024-08-02,31,Q3,2024,,,,Revenue,24260.95,0.0,0.0,0.0,0.0,24260.95,24260.95,11924.49,19308.15,107648.94,100265.28,6.1929,1045967.92,-15178824127.84,59.76,78.98,10.51,20.07,0,True,False
FIN-0000046491,2024-08-02,31,Q3,2024,,,,Revenue,19680.49,0.0,0.0,0.0,0.0,19680.49,19680.49,6257.36,40287.94,18924.02,-15106.56,0.625,204791.82,-15178619336.02,58.77,77.54,36.0,27.87,1,True,False
FIN-0000049919,2024-08-02,31,Q3,2024,,,,SLA Penalty,0.0,0.0,0.0,0.0,10628.44,0.0,0.0,14125.78,20211.32,330089.5,324003.96,17.0308,-702981.82,-15179322317.84,58.02,53.96,54.53,23.45,0,True,False
FIN-0000055863,2024-08-02,31,Q3,2024,,VND-001100,,Procurement,0.0,11902.68,0.0,0.0,0.0,-11902.68,0.0,175770.41,28035.01,55390.08,203125.48,8.2454,-1054005.98,-15180376323.82,61.06,62.2,45.64,20.19,0,True,False
FIN-0000056373,2024-08-02,31,Q3,2024,ORD-00007342,,,Revenue,36229.78,0.0,0.0,0.0,0.0,36229.78,36229.78,7672.44,51585.75,54124.51,10211.2,1.1979,464391.37,-15179911932.45,64.54,91.3,17.02,20.0,0,True,False
FIN-0000057730,2024-08-02,31,Q3,2024,,,,Revenue,277523.56,0.0,0.0,0.0,0.0,277523.56,277523.56,731524.88,44347.34,106121.2,793298.74,18.8883,138102.22,-15179773830.23,69.71,56.88,65.09,26.03,0,True,False
FIN-0000058008,2024-08-02,31,Q3,2024,,,,Revenue,5603.41,0.0,0.0,0.0,0.0,5603.41,5603.41,3575.0,69396.73,68999.39,3177.66,1.0458,423550.93,-15179350279.3,34.32,76.56,-7.85,27.7,0,True,False
FIN-0000063814,2024-08-02,31,Q3,2024,,VND-001190,,Procurement,0.0,14370.48,0.0,0.0,0.0,-14370.48,0.0,25265.59,42450.19,732665.18,715480.58,17.8546,-578704.48,-15179928983.78,73.79,70.7,47.77,20.83,0,True,False
FIN-0000065124,2024-08-02,31,Q3,2024,ORD-00020027,VND-000942,,Procurement,0.0,9162.88,0.0,0.0,0.0,-9162.88,0.0,58171.04,32456.19,17853.54,43568.39,2.3424,-788850.99,-15180717834.77,71.19,68.11,63.37,25.51,0,False,False
FIN-0000000206,2024-08-03,31,Q3,2024,,,,Operational Expense,0.0,0.0,0.0,9502.38,0.0,0.0,-9502.38,156698.72,109762.58,156916.23,203852.37,2.8572,-148317.79,-15180866152.56,70.8,90.51,14.64,20.0,0,True,False
FIN-0000002635,2024-08-03,31,Q3,2024,,VND-000481,,Procurement,0.0,2492.26,0.0,0.0,0.0,-2492.26,0.0,1143780.68,80591.74,76462.09,1139651.03,15.141,-553348.54,-15181419501.1,40.7,88.52,-17.7,25.79,0,False,False
FIN-0000003411,2024-08-03,31,Q3,2024,,,,Operational Expense,0.0,0.0,0.0,901.02,0.0,0.0,-901.02,121775.54,464592.97,300070.42,-42747.01,0.908,-1034564.66,-15182454065.76,50.36,43.41,57.29,28.42,1,False,False
FIN-0000004634,2024-08-03,31,Q3,2024,,VND-000628,,Procurement,0.0,6711.32,0.0,0.0,0.0,-6711.32,0.0,42513.04,16196.62,78617.19,104933.61,7.4787,-1149533.09,-15183603598.85,64.54,83.97,7.86,20.0,0,True,False
FIN-0000006564,2024-08-03,31,Q3,2024,ORD-00028323,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16282.58,47790.82,350514.48,319006.24,7.6751,-738474.25,-15184342073.1,65.33,52.73,40.01,20.0,0,False,False
FIN-0000007537,2024-08-03,31,Q3,2024,,,,Revenue,49506.25,0.0,0.0,0.0,0.0,49506.25,49506.25,14391.51,64345.65,57362.86,7408.72,1.1151,877457.66,-15183464615.44,57.74,45.28,63.92,26.35,0,False,False
FIN-0000008413,2024-08-03,31,Q3,2024,ORD-00020238,,SHP-00018563,Logistics Cost,0.0,0.0,5263.69,0.0,0.0,0.0,-5263.69,37858.12,328275.13,91818.39,-198598.62,0.395,-109094.57,-15183573710.01,29.05,89.11,2.75,41.39,1,False,False
FIN-0000009648,2024-08-03,31,Q3,2024,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17827.26,29347.71,44253.58,32733.13,2.1154,-558075.38,-15184131785.39,46.43,95.51,-19.8,24.07,0,True,False
FIN-0000012186,2024-08-03,31,Q3,2024,,,,Revenue,59153.0,0.0,0.0,0.0,0.0,59153.0,59153.0,34527.71,95557.26,82707.13,21677.58,1.2269,959706.88,-15183172078.51,52.76,49.96,55.44,25.3,0,False,False
FIN-0000012425,2024-08-03,31,Q3,2024,ORD-00073609,,,Revenue,3051.32,0.0,0.0,0.0,0.0,3051.32,3051.32,47873.78,24664.81,173210.48,196419.45,8.9636,294567.71,-15182877510.8,60.09,90.5,23.1,20.0,0,True,False
FIN-0000018928,2024-08-03,31,Q3,2024,,,,Revenue,35247.71,0.0,0.0,0.0,0.0,35247.71,35247.71,72414.72,15519.25,80376.57,137272.04,9.8453,954596.05,-15181922914.75,65.21,81.56,29.06,58.91,0,True,False
FIN-0000023159,2024-08-03,31,Q3,2024,,,SHP-00043631,Logistics Cost,0.0,0.0,1322.97,0.0,0.0,0.0,-1322.97,257254.84,18590.65,104695.66,343359.85,19.4695,-513746.75,-15182436661.5,56.9,79.35,23.42,20.93,0,True,False
FIN-0000025475,2024-08-03,31,Q3,2024,ORD-00079062,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137462.0,49011.71,254032.08,342482.37,7.9878,-37761.11,-15182474422.61,23.92,76.49,-10.52,30.82,0,True,False
FIN-0000026860,2024-08-03,31,Q3,2024,,,SHP-00047009,Logistics Cost,0.0,0.0,11967.0,0.0,0.0,0.0,-11967.0,1118664.58,87526.91,41334.71,1072472.38,13.2531,-386355.79,-15182860778.4,47.4,49.95,32.24,23.78,0,True,False
FIN-0000027564,2024-08-03,31,Q3,2024,ORD-00086361,VND-000172,,Procurement,0.0,127775.95,0.0,0.0,0.0,-127775.95,0.0,503213.03,43507.15,95750.6,555456.48,13.767,-1480168.9,-15184340947.3,55.26,71.88,29.9,21.42,0,False,False
FIN-0000028578,2024-08-03,31,Q3,2024,,,,Revenue,10844.65,0.0,0.0,0.0,0.0,10844.65,10844.65,9742.96,28486.87,16805.56,-1938.35,0.932,121530.84,-15184219416.46,61.73,72.12,39.33,21.36,1,False,False
FIN-0000029477,2024-08-03,31,Q3,2024,ORD-00044377,VND-000119,,Procurement,0.0,779.33,0.0,0.0,0.0,-779.33,0.0,79819.08,30028.23,168639.2,218430.05,8.2742,-1202356.51,-15185421772.97,73.22,53.89,86.58,32.47,0,False,False
FIN-0000029878,2024-08-03,31,Q3,2024,,,,Operational Expense,0.0,0.0,0.0,3064.56,0.0,0.0,-3064.56,218618.33,28963.28,40965.75,230620.8,8.9625,-687583.27,-15186109356.24,66.98,93.9,26.95,20.0,0,True,False
FIN-0000031154,2024-08-03,31,Q3,2024,ORD-00003717,,,Revenue,27191.94,0.0,0.0,0.0,0.0,27191.94,27191.94,142115.21,61243.89,49079.78,129951.1,3.1219,974857.11,-15185134499.13,71.96,62.97,49.43,21.33,0,False,False
FIN-0000035359,2024-08-03,31,Q3,2024,ORD-00004449,,SHP-00041499,Logistics Cost,0.0,0.0,4988.75,0.0,0.0,0.0,-4988.75,22830.12,26213.47,91016.83,87633.48,4.3431,-345147.24,-15185479646.37,51.35,66.09,35.35,22.6,0,False,False
FIN-0000036820,2024-08-03,31,Q3,2024,ORD-00087992,,,SLA Penalty,0.0,0.0,0.0,0.0,39305.22,0.0,0.0,83823.72,2538694.84,321541.43,-2133329.69,0.1597,-143592.63,-15185623239.0,56.95,59.87,44.87,37.72,1,False,False
FIN-0000037469,2024-08-03,31,Q3,2024,ORD-00068185,,,Revenue,104789.85,0.0,0.0,0.0,0.0,104789.85,104789.85,133282.45,38764.74,271655.35,366173.06,10.446,1451745.24,-15184171493.76,51.12,75.56,18.53,22.66,0,False,False
FIN-0000037829,2024-08-03,31,Q3,2024,ORD-00008190,,,Revenue,11053.84,0.0,0.0,0.0,0.0,11053.84,11053.84,40656.94,8916.66,451474.79,483215.07,55.1924,773554.38,-15183397939.38,64.33,98.75,-3.71,20.0,0,False,False
FIN-0000038666,2024-08-03,31,Q3,2024,,VND-000766,,Procurement,0.0,4483.92,0.0,0.0,0.0,-4483.92,0.0,138156.07,544099.13,1109772.28,703829.22,2.2936,-55592.82,-15183453532.2,74.12,68.48,43.14,20.0,0,False,False
FIN-0000046113,2024-08-03,31,Q3,2024,,,SHP-00075207,Logistics Cost,0.0,0.0,10693.57,0.0,0.0,0.0,-10693.57,14099.57,152760.44,189148.57,50487.7,1.3305,-65889.24,-15183519421.44,60.72,65.5,20.8,20.0,0,True,False
FIN-0000050992,2024-08-03,31,Q3,2024,,,,Revenue,22738.36,0.0,0.0,0.0,0.0,22738.36,22738.36,45092.21,7247.69,106861.8,144706.32,20.9659,265633.04,-15183253788.4,57.08,73.85,29.19,20.88,0,False,False
FIN-0000060804,2024-08-03,31,Q3,2024,,,,SLA Penalty,0.0,0.0,0.0,0.0,1104.61,0.0,0.0,285430.32,77335.36,12820.75,220915.71,3.8566,-393021.92,-15183646810.32,60.04,50.67,71.31,27.89,0,True,False
FIN-0000062402,2024-08-03,31,Q3,2024,,VND-000807,,Procurement,0.0,9149.62,0.0,0.0,0.0,-9149.62,0.0,7774.09,58715.38,15946.23,-34995.06,0.404,-42893.05,-15183689703.37,59.19,57.55,49.6,33.54,1,True,False
FIN-0000003021,2024-08-04,31,Q3,2024,ORD-00023646,VND-000020,,Procurement,0.0,12930.51,0.0,0.0,0.0,-12930.51,0.0,148515.97,23490.02,496543.71,621569.66,27.461,-672873.9,-15184362577.27,46.46,65.19,22.99,57.34,0,False,False
FIN-0000004715,2024-08-04,31,Q3,2024,ORD-00067397,,,Operational Expense,0.0,0.0,0.0,7080.93,0.0,0.0,-7080.93,50007.38,108105.57,43064.99,-15033.2,0.8609,-92582.44,-15184455159.71,56.89,47.05,62.38,28.93,1,True,False
FIN-0000007877,2024-08-04,31,Q3,2024,,VND-001125,,Procurement,0.0,8593.08,0.0,0.0,0.0,-8593.08,0.0,22570.14,33043.78,163909.42,153435.78,5.6434,-1162244.21,-15185617403.92,71.7,77.91,43.88,20.0,0,False,False
